1,N/A,0.08,0.17,0.14,0.01,0.03,0.07,N/A,N/A,0.01,N/A,-0.03,0.31,0.06,0.10,0.20
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,N/A,1,0.25,0.22,0.08,-0.01,0.07,N/A,N/A,0.35,N/A,-0.01,0.02,0.03,0.13,0.17
0.17,N/A,0.25,1,0.76,0.11,0.12,0.14,N/A,N/A,0.28,N/A,0.01,0.09,0.10,0.12,0.06
0.14,N/A,0.22,0.76,1,0.12,0.14,0.03,N/A,N/A,0.33,N/A,-0.02,0.11,0.07,0.04,0.05
0.01,N/A,0.08,0.11,0.12,1,-0.01,0.06,N/A,N/A,0.01,N/A,-0.01,0.19,0.03,-0.01,-0.05
0.03,N/A,-0.01,0.12,0.14,-0.01,1,0.03,N/A,N/A,0.05,N/A,-0.07,-0.02,0.08,-0.06,-0.03
0.07,N/A,0.07,0.14,0.03,0.06,0.03,1,N/A,N/A,-0.01,N/A,0.03,0.03,0.09,0.06,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,N/A,0.35,0.28,0.33,0.01,0.05,-0.01,N/A,N/A,1,N/A,0.05,-0.02,0.00,-0.02,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.03,N/A,-0.01,0.01,-0.02,-0.01,-0.07,0.03,N/A,N/A,0.05,N/A,1,-0.04,-0.01,-0.03,-0.04
0.31,N/A,0.02,0.09,0.11,0.19,-0.02,0.03,N/A,N/A,-0.02,N/A,-0.04,1,-0.02,-0.02,0.04
0.06,N/A,0.03,0.10,0.07,0.03,0.08,0.09,N/A,N/A,0.00,N/A,-0.01,-0.02,1,0.11,0.03
0.10,N/A,0.13,0.12,0.04,-0.01,-0.06,0.06,N/A,N/A,-0.02,N/A,-0.03,-0.02,0.11,1,0.07
0.20,N/A,0.17,0.06,0.05,-0.05,-0.03,0.05,N/A,N/A,0.00,N/A,-0.04,0.04,0.03,0.07,1
