1,N/A,N/A,N/A,N/A,0.01,0.04,N/A,0.12,0.05,0.14,0.02,N/A,0.08,0.11,0.21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,N/A,N/A,N/A,N/A,1,0.04,N/A,0.03,-0.09,0.03,-0.02,N/A,0.12,0.09,0.10
0.04,N/A,N/A,N/A,N/A,0.04,1,N/A,0.05,-0.00,0.05,-0.01,N/A,0.02,-0.00,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,N/A,N/A,N/A,N/A,0.03,0.05,N/A,1,0.10,0.21,0.03,N/A,0.03,0.10,0.19
0.05,N/A,N/A,N/A,N/A,-0.09,-0.00,N/A,0.10,1,0.15,0.07,N/A,0.03,0.07,0.13
0.14,N/A,N/A,N/A,N/A,0.03,0.05,N/A,0.21,0.15,1,0.11,N/A,0.02,0.32,0.45
0.02,N/A,N/A,N/A,N/A,-0.02,-0.01,N/A,0.03,0.07,0.11,1,N/A,-0.02,0.05,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,N/A,N/A,N/A,N/A,0.12,0.02,N/A,0.03,0.03,0.02,-0.02,N/A,1,0.11,0.17
0.11,N/A,N/A,N/A,N/A,0.09,-0.00,N/A,0.10,0.07,0.32,0.05,N/A,0.11,1,0.72
0.21,N/A,N/A,N/A,N/A,0.10,0.09,N/A,0.19,0.13,0.45,0.07,N/A,0.17,0.72,1
