1,0.09,0.12,0.37,0.41,0.33,0.20,N/A,0.23,0.17,0.44,0.04,N/A,0.26,0.04,0.07,0.30,0.11,N/A,0.10,0.10,0.11,0.20
0.09,1,0.04,0.08,0.10,0.09,0.06,N/A,0.04,0.06,0.21,0.12,N/A,0.04,0.02,0.13,0.02,0.13,N/A,0.04,-0.07,0.39,0.03
0.12,0.04,1,0.17,0.27,0.13,0.04,N/A,0.01,0.09,0.15,-0.05,N/A,0.06,0.01,0.12,0.15,0.02,N/A,0.08,0.06,0.04,-0.01
0.37,0.08,0.17,1,0.31,0.30,0.04,N/A,0.16,0.06,0.34,0.03,N/A,0.15,0.05,0.08,0.24,0.08,N/A,0.11,0.09,0.14,0.02
0.41,0.10,0.27,0.31,1,0.24,0.11,N/A,0.13,0.06,0.44,0.04,N/A,0.22,-0.00,-0.01,0.24,0.07,N/A,0.14,0.16,0.08,0.06
0.33,0.09,0.13,0.30,0.24,1,0.13,N/A,0.11,0.12,0.34,0.08,N/A,0.22,0.04,0.10,0.21,0.08,N/A,0.06,0.08,0.10,0.10
0.20,0.06,0.04,0.04,0.11,0.13,1,N/A,0.02,0.10,0.17,-0.03,N/A,0.17,0.03,0.17,0.05,0.04,N/A,0.03,-0.03,-0.01,0.44
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.23,0.04,0.01,0.16,0.13,0.11,0.02,N/A,1,0.15,0.14,0.02,N/A,0.05,0.03,0.04,0.12,-0.01,N/A,0.04,-0.02,0.06,0.13
0.17,0.06,0.09,0.06,0.06,0.12,0.10,N/A,0.15,1,0.10,-0.02,N/A,0.03,0.02,0.24,0.01,0.02,N/A,0.06,-0.03,-0.02,0.01
0.44,0.21,0.15,0.34,0.44,0.34,0.17,N/A,0.14,0.10,1,0.10,N/A,0.33,0.08,0.07,0.19,0.18,N/A,0.19,0.17,0.17,0.20
0.04,0.12,-0.05,0.03,0.04,0.08,-0.03,N/A,0.02,-0.02,0.10,1,N/A,0.04,0.02,0.02,0.05,0.05,N/A,0.01,0.02,-0.03,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.26,0.04,0.06,0.15,0.22,0.22,0.17,N/A,0.05,0.03,0.33,0.04,N/A,1,0.03,0.04,0.14,0.12,N/A,0.05,0.13,0.04,0.15
0.04,0.02,0.01,0.05,-0.00,0.04,0.03,N/A,0.03,0.02,0.08,0.02,N/A,0.03,1,0.01,0.00,0.04,N/A,-0.05,-0.03,-0.05,0.03
0.07,0.13,0.12,0.08,-0.01,0.10,0.17,N/A,0.04,0.24,0.07,0.02,N/A,0.04,0.01,1,-0.01,-0.03,N/A,0.03,0.02,0.07,0.05
0.30,0.02,0.15,0.24,0.24,0.21,0.05,N/A,0.12,0.01,0.19,0.05,N/A,0.14,0.00,-0.01,1,0.08,N/A,0.08,0.13,0.12,0.01
0.11,0.13,0.02,0.08,0.07,0.08,0.04,N/A,-0.01,0.02,0.18,0.05,N/A,0.12,0.04,-0.03,0.08,1,N/A,0.03,0.13,-0.04,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.10,0.04,0.08,0.11,0.14,0.06,0.03,N/A,0.04,0.06,0.19,0.01,N/A,0.05,-0.05,0.03,0.08,0.03,N/A,1,0.05,0.05,0.01
0.10,-0.07,0.06,0.09,0.16,0.08,-0.03,N/A,-0.02,-0.03,0.17,0.02,N/A,0.13,-0.03,0.02,0.13,0.13,N/A,0.05,1,0.11,0.02
0.11,0.39,0.04,0.14,0.08,0.10,-0.01,N/A,0.06,-0.02,0.17,-0.03,N/A,0.04,-0.05,0.07,0.12,-0.04,N/A,0.05,0.11,1,0.00
0.20,0.03,-0.01,0.02,0.06,0.10,0.44,N/A,0.13,0.01,0.20,0.02,N/A,0.15,0.03,0.05,0.01,0.04,N/A,0.01,0.02,0.00,1
