N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,-0.01,0.06,0.08,0.06,0.08,0.19,0.19,0.18,0.05,0.08,0.08,0.18,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.01,N/A,1,0.01,0.02,-0.04,0.02,0.07,0.06,0.09,0.04,-0.03,0.05,0.04,0.03
N/A,0.06,N/A,0.01,1,-0.01,0.25,0.00,0.05,-0.01,0.06,0.02,0.05,-0.00,0.08,0.07
N/A,0.08,N/A,0.02,-0.01,1,0.22,0.30,0.43,0.19,0.31,0.24,0.41,0.26,0.31,0.29
N/A,0.06,N/A,-0.04,0.25,0.22,1,0.15,0.22,0.20,0.24,0.14,0.24,0.11,0.26,0.25
N/A,0.08,N/A,0.02,0.00,0.30,0.15,1,0.07,0.04,0.09,-0.00,0.00,0.23,0.12,0.11
N/A,0.19,N/A,0.07,0.05,0.43,0.22,0.07,1,0.41,0.67,0.35,0.21,0.35,0.62,0.59
N/A,0.19,N/A,0.06,-0.01,0.19,0.20,0.04,0.41,1,0.39,0.18,0.08,0.16,0.39,0.37
N/A,0.18,N/A,0.09,0.06,0.31,0.24,0.09,0.67,0.39,1,0.37,0.23,0.31,0.78,0.74
N/A,0.05,N/A,0.04,0.02,0.24,0.14,-0.00,0.35,0.18,0.37,1,0.22,0.15,0.41,0.45
N/A,0.08,N/A,-0.03,0.05,0.41,0.24,0.00,0.21,0.08,0.23,0.22,1,0.07,0.25,0.23
N/A,0.08,N/A,0.05,-0.00,0.26,0.11,0.23,0.35,0.16,0.31,0.15,0.07,1,0.24,0.22
N/A,0.18,N/A,0.04,0.08,0.31,0.26,0.12,0.62,0.39,0.78,0.41,0.25,0.24,1,0.95
N/A,0.16,N/A,0.03,0.07,0.29,0.25,0.11,0.59,0.37,0.74,0.45,0.23,0.22,0.95,1
