1,0.10,0.09,0.01,0.08,0.19,0.17,-0.00,0.12,0.04,0.10,0.03,0.02,0.02,0.04,-0.01,0.07
0.10,1,0.63,0.12,0.50,0.50,0.26,-0.03,0.55,0.06,0.53,0.55,0.13,0.03,0.15,0.10,0.56
0.09,0.63,1,0.14,0.63,0.43,0.15,0.06,0.52,0.13,0.64,0.60,0.15,0.04,0.17,0.04,0.69
0.01,0.12,0.14,1,0.09,0.07,0.01,0.05,0.12,0.03,0.10,0.11,0.02,0.03,0.08,-0.01,0.12
0.08,0.50,0.63,0.09,1,0.36,0.14,0.03,0.48,0.04,0.43,0.48,0.05,0.01,0.09,0.00,0.60
0.19,0.50,0.43,0.07,0.36,1,0.34,0.05,0.54,0.03,0.39,0.41,0.15,0.09,0.10,-0.01,0.47
0.17,0.26,0.15,0.01,0.14,0.34,1,0.01,0.23,0.01,0.25,0.16,0.03,0.00,0.17,0.24,0.17
-0.00,-0.03,0.06,0.05,0.03,0.05,0.01,1,0.15,0.07,0.04,0.10,0.00,-0.00,0.00,-0.00,0.10
0.12,0.55,0.52,0.12,0.48,0.54,0.23,0.15,1,-0.01,0.44,0.47,0.14,0.04,0.16,0.02,0.56
0.04,0.06,0.13,0.03,0.04,0.03,0.01,0.07,-0.01,1,0.01,0.05,-0.03,-0.00,-0.02,-0.04,0.05
0.10,0.53,0.64,0.10,0.43,0.39,0.25,0.04,0.44,0.01,1,0.50,0.11,0.03,0.20,0.04,0.55
0.03,0.55,0.60,0.11,0.48,0.41,0.16,0.10,0.47,0.05,0.50,1,0.06,0.04,0.13,0.02,0.55
0.02,0.13,0.15,0.02,0.05,0.15,0.03,0.00,0.14,-0.03,0.11,0.06,1,0.02,0.07,0.01,0.19
0.02,0.03,0.04,0.03,0.01,0.09,0.00,-0.00,0.04,-0.00,0.03,0.04,0.02,1,0.02,0.01,0.04
0.04,0.15,0.17,0.08,0.09,0.10,0.17,0.00,0.16,-0.02,0.20,0.13,0.07,0.02,1,0.03,0.15
-0.01,0.10,0.04,-0.01,0.00,-0.01,0.24,-0.00,0.02,-0.04,0.04,0.02,0.01,0.01,0.03,1,0.04
0.07,0.56,0.69,0.12,0.60,0.47,0.17,0.10,0.56,0.05,0.55,0.55,0.19,0.04,0.15,0.04,1
