1,0.07,0.21,0.28,0.30,N/A,0.03,0.16,0.27,0.16,0.32,0.14,0.17,0.25,-0.00,0.28,0.09,0.18,0.06,0.21,0.29,0.16,0.02,N/A
0.07,1,0.13,0.14,0.27,N/A,0.12,-0.02,0.14,0.10,0.13,0.19,0.16,0.15,0.01,0.17,0.42,0.03,0.05,0.14,0.16,0.02,0.10,N/A
0.21,0.13,1,0.66,0.35,N/A,0.14,0.30,0.33,0.53,0.57,0.37,0.36,0.59,0.10,0.55,0.18,0.26,0.22,0.53,0.30,0.40,0.40,N/A
0.28,0.14,0.66,1,0.42,N/A,0.13,0.35,0.43,0.61,0.71,0.39,0.40,0.69,0.05,0.70,0.24,0.30,0.22,0.56,0.38,0.69,0.41,N/A
0.30,0.27,0.35,0.42,1,N/A,0.23,0.16,0.44,0.34,0.44,0.46,0.19,0.39,0.04,0.34,0.21,0.25,0.14,0.41,0.68,0.16,0.15,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.12,0.14,0.13,0.23,N/A,1,0.01,0.12,0.11,0.15,0.08,0.10,0.15,0.01,0.12,0.06,0.04,0.02,0.18,0.21,0.03,0.07,N/A
0.16,-0.02,0.30,0.35,0.16,N/A,0.01,1,0.25,0.22,0.29,0.17,0.33,0.30,0.19,0.31,0.11,0.17,0.02,0.26,0.18,0.22,0.17,N/A
0.27,0.14,0.33,0.43,0.44,N/A,0.12,0.25,1,0.34,0.50,0.43,0.15,0.48,0.15,0.42,0.13,0.26,0.07,0.39,0.50,0.25,0.10,N/A
0.16,0.10,0.53,0.61,0.34,N/A,0.11,0.22,0.34,1,0.53,0.31,0.33,0.52,0.13,0.52,0.23,0.23,0.23,0.43,0.31,0.32,0.30,N/A
0.32,0.13,0.57,0.71,0.44,N/A,0.15,0.29,0.50,0.53,1,0.42,0.32,0.71,0.08,0.65,0.21,0.37,0.17,0.50,0.42,0.33,0.31,N/A
0.14,0.19,0.37,0.39,0.46,N/A,0.08,0.17,0.43,0.31,0.42,1,0.17,0.37,0.00,0.41,0.19,0.30,0.15,0.41,0.53,0.20,0.10,N/A
0.17,0.16,0.36,0.40,0.19,N/A,0.10,0.33,0.15,0.33,0.32,0.17,1,0.37,0.11,0.35,0.21,0.11,0.21,0.31,0.17,0.18,0.26,N/A
0.25,0.15,0.59,0.69,0.39,N/A,0.15,0.30,0.48,0.52,0.71,0.37,0.37,1,0.09,0.56,0.24,0.36,0.17,0.52,0.36,0.33,0.27,N/A
-0.00,0.01,0.10,0.05,0.04,N/A,0.01,0.19,0.15,0.13,0.08,0.00,0.11,0.09,1,0.01,0.01,0.01,0.00,0.07,0.15,0.00,0.02,N/A
0.28,0.17,0.55,0.70,0.34,N/A,0.12,0.31,0.42,0.52,0.65,0.41,0.35,0.56,0.01,1,0.20,0.26,0.16,0.43,0.34,0.38,0.34,N/A
0.09,0.42,0.18,0.24,0.21,N/A,0.06,0.11,0.13,0.23,0.21,0.19,0.21,0.24,0.01,0.20,1,0.09,0.18,0.18,0.17,0.09,0.13,N/A
0.18,0.03,0.26,0.30,0.25,N/A,0.04,0.17,0.26,0.23,0.37,0.30,0.11,0.36,0.01,0.26,0.09,1,0.09,0.34,0.24,0.19,0.11,N/A
0.06,0.05,0.22,0.22,0.14,N/A,0.02,0.02,0.07,0.23,0.17,0.15,0.21,0.17,0.00,0.16,0.18,0.09,1,0.17,0.11,0.20,0.08,N/A
0.21,0.14,0.53,0.56,0.41,N/A,0.18,0.26,0.39,0.43,0.50,0.41,0.31,0.52,0.07,0.43,0.18,0.34,0.17,1,0.38,0.27,0.23,N/A
0.29,0.16,0.30,0.38,0.68,N/A,0.21,0.18,0.50,0.31,0.42,0.53,0.17,0.36,0.15,0.34,0.17,0.24,0.11,0.38,1,0.17,0.09,N/A
0.16,0.02,0.40,0.69,0.16,N/A,0.03,0.22,0.25,0.32,0.33,0.20,0.18,0.33,0.00,0.38,0.09,0.19,0.20,0.27,0.17,1,0.22,N/A
0.02,0.10,0.40,0.41,0.15,N/A,0.07,0.17,0.10,0.30,0.31,0.10,0.26,0.27,0.02,0.34,0.13,0.11,0.08,0.23,0.09,0.22,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
