1,N/A,0.02,0.18,N/A,0.12,N/A,0.31,0.10,0.04,0.02,0.09,N/A,0.52
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,N/A,1,0.16,N/A,0.26,N/A,0.24,-0.00,0.06,0.33,0.31,N/A,0.13
0.18,N/A,0.16,1,N/A,0.24,N/A,0.42,-0.00,0.03,0.01,0.19,N/A,0.26
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,N/A,0.26,0.24,N/A,1,N/A,0.31,0.10,0.14,0.13,0.20,N/A,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.31,N/A,0.24,0.42,N/A,0.31,N/A,1,0.04,0.10,0.08,0.25,N/A,0.41
0.10,N/A,-0.00,-0.00,N/A,0.10,N/A,0.04,1,0.00,-0.01,0.01,N/A,-0.00
0.04,N/A,0.06,0.03,N/A,0.14,N/A,0.10,0.00,1,-0.01,0.05,N/A,0.15
0.02,N/A,0.33,0.01,N/A,0.13,N/A,0.08,-0.01,-0.01,1,0.10,N/A,0.11
0.09,N/A,0.31,0.19,N/A,0.20,N/A,0.25,0.01,0.05,0.10,1,N/A,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.52,N/A,0.13,0.26,N/A,0.16,N/A,0.41,-0.00,0.15,0.11,0.12,N/A,1
