1,N/A,0.13,-0.03,0.02,0.01,0.03,0.04,0.08,N/A,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,N/A,1,0.10,0.14,0.06,0.07,0.18,0.56,N/A,0.05
-0.03,N/A,0.10,1,0.06,-0.01,0.19,0.02,0.14,N/A,0.01
0.02,N/A,0.14,0.06,1,-0.00,0.02,0.02,0.11,N/A,0.01
0.01,N/A,0.06,-0.01,-0.00,1,0.00,0.02,0.04,N/A,0.00
0.03,N/A,0.07,0.19,0.02,0.00,1,0.06,0.10,N/A,0.02
0.04,N/A,0.18,0.02,0.02,0.02,0.06,1,0.11,N/A,0.01
0.08,N/A,0.56,0.14,0.11,0.04,0.10,0.11,1,N/A,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,N/A,0.05,0.01,0.01,0.00,0.02,0.01,-0.01,N/A,1
