1,0.08,0.03,0.10,0.05,0.06,0.06,0.03,0.05,0.06,0.13,0.04,0.08,0.01,0.03
0.08,1,0.52,0.37,0.31,0.43,0.19,0.36,0.53,0.20,0.66,0.59,0.15,0.19,0.50
0.03,0.52,1,0.44,0.34,0.40,0.15,0.45,0.58,0.19,0.67,0.67,0.20,0.20,0.51
0.10,0.37,0.44,1,0.28,0.40,0.21,0.46,0.47,0.25,0.52,0.48,0.18,0.23,0.53
0.05,0.31,0.34,0.28,1,0.40,0.12,0.22,0.42,0.27,0.55,0.40,0.27,0.19,0.30
0.06,0.43,0.40,0.40,0.40,1,0.13,0.36,0.53,0.52,0.63,0.51,0.21,0.42,0.41
0.06,0.19,0.15,0.21,0.12,0.13,1,0.15,0.15,0.14,0.19,0.12,0.07,0.01,0.12
0.03,0.36,0.45,0.46,0.22,0.36,0.15,1,0.43,0.25,0.53,0.44,0.23,0.19,0.51
0.05,0.53,0.58,0.47,0.42,0.53,0.15,0.43,1,0.37,0.68,0.65,0.24,0.30,0.66
0.06,0.20,0.19,0.25,0.27,0.52,0.14,0.25,0.37,1,0.44,0.27,0.15,0.33,0.23
0.13,0.66,0.67,0.52,0.55,0.63,0.19,0.53,0.68,0.44,1,0.70,0.28,0.32,0.59
0.04,0.59,0.67,0.48,0.40,0.51,0.12,0.44,0.65,0.27,0.70,1,0.21,0.24,0.58
0.08,0.15,0.20,0.18,0.27,0.21,0.07,0.23,0.24,0.15,0.28,0.21,1,0.10,0.20
0.01,0.19,0.20,0.23,0.19,0.42,0.01,0.19,0.30,0.33,0.32,0.24,0.10,1,0.24
0.03,0.50,0.51,0.53,0.30,0.41,0.12,0.51,0.66,0.23,0.59,0.58,0.20,0.24,1
