1,0.28,0.24,0.52,-0.01,0.35,0.35,0.25,0.20,0.05,0.09,0.17,-0.01,0.14,0.09,0.14,0.05,0.14,0.21,0.22,0.03
0.28,1,0.16,0.23,-0.01,0.07,0.09,0.16,0.14,0.06,0.01,0.05,-0.02,0.06,-0.04,0.03,0.00,0.09,0.03,0.01,0.22
0.24,0.16,1,0.40,0.00,0.18,0.11,0.20,0.14,0.01,0.16,0.10,0.14,0.29,0.15,0.12,0.03,0.11,0.08,0.17,0.06
0.52,0.23,0.40,1,0.01,0.27,0.27,0.24,0.17,0.09,0.12,0.07,0.03,0.32,0.05,0.10,0.02,0.19,0.09,0.23,0.08
-0.01,-0.01,0.00,0.01,1,-0.08,-0.01,-0.02,-0.01,-0.05,0.04,-0.04,0.03,0.04,-0.03,0.11,0.05,-0.01,0.01,0.04,0.01
0.35,0.07,0.18,0.27,-0.08,1,0.20,0.25,0.15,0.00,0.12,0.28,-0.13,0.22,-0.00,0.12,0.10,0.12,-0.00,0.10,0.08
0.35,0.09,0.11,0.27,-0.01,0.20,1,0.02,0.10,0.02,0.10,0.30,-0.02,0.12,-0.03,0.08,0.03,0.21,0.09,0.18,0.07
0.25,0.16,0.20,0.24,-0.02,0.25,0.02,1,0.17,0.16,0.21,0.05,0.07,0.28,0.09,0.22,0.23,0.11,0.05,0.17,0.09
0.20,0.14,0.14,0.17,-0.01,0.15,0.10,0.17,1,-0.00,0.02,0.09,0.00,0.16,-0.02,0.02,0.02,0.03,0.32,0.07,0.11
0.05,0.06,0.01,0.09,-0.05,0.00,0.02,0.16,-0.00,1,0.04,0.00,-0.01,0.12,0.04,-0.00,0.05,0.06,-0.01,-0.04,0.02
0.09,0.01,0.16,0.12,0.04,0.12,0.10,0.21,0.02,0.04,1,0.15,0.06,0.14,0.01,0.69,0.79,0.14,0.04,0.15,0.03
0.17,0.05,0.10,0.07,-0.04,0.28,0.30,0.05,0.09,0.00,0.15,1,0.01,0.06,0.03,0.13,0.08,0.12,0.04,0.11,0.04
-0.01,-0.02,0.14,0.03,0.03,-0.13,-0.02,0.07,0.00,-0.01,0.06,0.01,1,-0.01,-0.05,-0.01,-0.01,0.05,0.03,0.04,-0.02
0.14,0.06,0.29,0.32,0.04,0.22,0.12,0.28,0.16,0.12,0.14,0.06,-0.01,1,0.02,0.08,0.02,0.10,0.01,0.12,0.02
0.09,-0.04,0.15,0.05,-0.03,-0.00,-0.03,0.09,-0.02,0.04,0.01,0.03,-0.05,0.02,1,-0.02,-0.03,0.04,0.01,-0.09,0.05
0.14,0.03,0.12,0.10,0.11,0.12,0.08,0.22,0.02,-0.00,0.69,0.13,-0.01,0.08,-0.02,1,0.69,0.09,0.02,0.09,0.01
0.05,0.00,0.03,0.02,0.05,0.10,0.03,0.23,0.02,0.05,0.79,0.08,-0.01,0.02,-0.03,0.69,1,0.10,-0.01,0.08,-0.03
0.14,0.09,0.11,0.19,-0.01,0.12,0.21,0.11,0.03,0.06,0.14,0.12,0.05,0.10,0.04,0.09,0.10,1,-0.02,0.20,0.11
0.21,0.03,0.08,0.09,0.01,-0.00,0.09,0.05,0.32,-0.01,0.04,0.04,0.03,0.01,0.01,0.02,-0.01,-0.02,1,0.07,0.08
0.22,0.01,0.17,0.23,0.04,0.10,0.18,0.17,0.07,-0.04,0.15,0.11,0.04,0.12,-0.09,0.09,0.08,0.20,0.07,1,0.06
0.03,0.22,0.06,0.08,0.01,0.08,0.07,0.09,0.11,0.02,0.03,0.04,-0.02,0.02,0.05,0.01,-0.03,0.11,0.08,0.06,1
