1,0.45,0.40,0.18,0.66,0.37,0.39,0.15,0.18,0.04,0.46,0.06,0.58,0.37
0.45,1,0.30,0.07,0.25,0.26,0.41,0.09,0.20,0.01,0.33,0.00,0.37,0.28
0.40,0.30,1,0.09,0.24,0.14,0.35,0.38,0.15,0.05,0.20,0.01,0.50,0.42
0.18,0.07,0.09,1,0.13,0.16,0.03,0.01,0.02,-0.02,0.08,-0.03,0.11,0.06
0.66,0.25,0.24,0.13,1,0.25,0.18,0.11,0.09,-0.01,0.30,0.06,0.46,0.30
0.37,0.26,0.14,0.16,0.25,1,0.13,0.06,0.01,0.01,0.23,0.03,0.20,0.11
0.39,0.41,0.35,0.03,0.18,0.13,1,0.15,0.13,0.06,0.13,0.05,0.29,0.33
0.15,0.09,0.38,0.01,0.11,0.06,0.15,1,0.27,0.01,0.10,0.01,0.21,0.22
0.18,0.20,0.15,0.02,0.09,0.01,0.13,0.27,1,0.03,-0.00,-0.01,0.20,0.20
0.04,0.01,0.05,-0.02,-0.01,0.01,0.06,0.01,0.03,1,0.06,0.05,0.06,0.02
0.46,0.33,0.20,0.08,0.30,0.23,0.13,0.10,-0.00,0.06,1,0.06,0.32,0.17
0.06,0.00,0.01,-0.03,0.06,0.03,0.05,0.01,-0.01,0.05,0.06,1,0.06,0.02
0.58,0.37,0.50,0.11,0.46,0.20,0.29,0.21,0.20,0.06,0.32,0.06,1,0.55
0.37,0.28,0.42,0.06,0.30,0.11,0.33,0.22,0.20,0.02,0.17,0.02,0.55,1
