1,0.20,0.14,-0.03,0.01,N/A,0.16,N/A,0.15,0.08,0.11,0.03,0.11,0.19,0.01,0.03,0.00,0.02,0.18,0.20,0.12,-0.03,0.19,0.01,N/A,0.09,-0.00,0.09
0.20,1,0.45,0.08,0.21,N/A,0.25,N/A,0.28,0.23,0.58,0.23,0.58,0.57,0.08,0.15,0.34,0.16,0.69,0.58,0.28,-0.01,0.42,0.15,N/A,0.34,0.25,0.46
0.14,0.45,1,0.01,0.04,N/A,0.09,N/A,0.21,0.06,0.37,0.06,0.28,0.48,0.08,0.09,0.27,0.15,0.49,0.36,0.13,0.00,0.36,0.02,N/A,0.24,0.16,0.26
-0.03,0.08,0.01,1,0.22,N/A,0.06,N/A,0.01,0.16,0.16,0.08,0.12,0.07,-0.01,-0.05,0.04,0.04,0.17,0.14,0.04,0.03,0.03,-0.06,N/A,0.19,0.08,0.10
0.01,0.21,0.04,0.22,1,N/A,0.10,N/A,0.19,0.20,0.26,0.23,0.13,0.16,-0.00,0.04,0.09,0.05,0.27,0.21,0.17,0.01,0.07,0.02,N/A,0.07,0.11,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.16,0.25,0.09,0.06,0.10,N/A,1,N/A,0.08,0.05,0.20,0.10,0.15,0.22,0.08,0.11,0.11,0.08,0.23,0.25,0.05,0.03,0.15,0.11,N/A,0.04,0.05,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,0.28,0.21,0.01,0.19,N/A,0.08,N/A,1,0.12,0.26,0.18,0.21,0.30,0.07,0.24,0.23,0.24,0.42,0.31,0.31,0.03,0.34,-0.03,N/A,0.29,0.19,0.11
0.08,0.23,0.06,0.16,0.20,N/A,0.05,N/A,0.12,1,0.19,0.44,0.22,0.27,0.13,0.07,0.22,0.10,0.31,0.24,0.18,-0.00,0.19,0.08,N/A,0.21,0.24,0.25
0.11,0.58,0.37,0.16,0.26,N/A,0.20,N/A,0.26,0.19,1,0.21,0.34,0.52,0.08,0.07,0.31,0.24,0.63,0.54,0.23,0.07,0.40,0.02,N/A,0.26,0.23,0.33
0.03,0.23,0.06,0.08,0.23,N/A,0.10,N/A,0.18,0.44,0.21,1,0.23,0.21,0.02,0.10,0.09,0.16,0.24,0.19,0.09,0.02,0.14,0.12,N/A,0.14,0.20,0.26
0.11,0.58,0.28,0.12,0.13,N/A,0.15,N/A,0.21,0.22,0.34,0.23,1,0.38,0.07,0.09,0.29,0.06,0.51,0.35,0.23,0.02,0.32,0.03,N/A,0.38,0.26,0.31
0.19,0.57,0.48,0.07,0.16,N/A,0.22,N/A,0.30,0.27,0.52,0.21,0.38,1,-0.00,0.16,0.43,0.32,0.62,0.46,0.31,0.04,0.52,0.07,N/A,0.25,0.23,0.24
0.01,0.08,0.08,-0.01,-0.00,N/A,0.08,N/A,0.07,0.13,0.08,0.02,0.07,-0.00,1,-0.04,0.01,0.00,0.02,0.01,0.01,-0.04,-0.00,0.01,N/A,0.14,0.05,0.02
0.03,0.15,0.09,-0.05,0.04,N/A,0.11,N/A,0.24,0.07,0.07,0.10,0.09,0.16,-0.04,1,0.12,0.06,0.22,0.16,0.20,-0.06,0.18,0.02,N/A,0.09,0.16,0.09
0.00,0.34,0.27,0.04,0.09,N/A,0.11,N/A,0.23,0.22,0.31,0.09,0.29,0.43,0.01,0.12,1,0.18,0.43,0.29,0.32,0.03,0.38,0.04,N/A,0.21,0.16,0.17
0.02,0.16,0.15,0.04,0.05,N/A,0.08,N/A,0.24,0.10,0.24,0.16,0.06,0.32,0.00,0.06,0.18,1,0.27,0.24,0.10,0.01,0.17,0.03,N/A,0.07,0.11,0.07
0.18,0.69,0.49,0.17,0.27,N/A,0.23,N/A,0.42,0.31,0.63,0.24,0.51,0.62,0.02,0.22,0.43,0.27,1,0.64,0.38,0.04,0.53,0.14,N/A,0.39,0.31,0.42
0.20,0.58,0.36,0.14,0.21,N/A,0.25,N/A,0.31,0.24,0.54,0.19,0.35,0.46,0.01,0.16,0.29,0.24,0.64,1,0.26,0.00,0.40,0.09,N/A,0.24,0.25,0.27
0.12,0.28,0.13,0.04,0.17,N/A,0.05,N/A,0.31,0.18,0.23,0.09,0.23,0.31,0.01,0.20,0.32,0.10,0.38,0.26,1,0.00,0.28,0.03,N/A,0.19,0.20,0.16
-0.03,-0.01,0.00,0.03,0.01,N/A,0.03,N/A,0.03,-0.00,0.07,0.02,0.02,0.04,-0.04,-0.06,0.03,0.01,0.04,0.00,0.00,1,0.01,-0.02,N/A,-0.03,0.00,0.06
0.19,0.42,0.36,0.03,0.07,N/A,0.15,N/A,0.34,0.19,0.40,0.14,0.32,0.52,-0.00,0.18,0.38,0.17,0.53,0.40,0.28,0.01,1,0.04,N/A,0.22,0.28,0.15
0.01,0.15,0.02,-0.06,0.02,N/A,0.11,N/A,-0.03,0.08,0.02,0.12,0.03,0.07,0.01,0.02,0.04,0.03,0.14,0.09,0.03,-0.02,0.04,1,N/A,0.16,0.06,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,0.34,0.24,0.19,0.07,N/A,0.04,N/A,0.29,0.21,0.26,0.14,0.38,0.25,0.14,0.09,0.21,0.07,0.39,0.24,0.19,-0.03,0.22,0.16,N/A,1,0.25,0.29
-0.00,0.25,0.16,0.08,0.11,N/A,0.05,N/A,0.19,0.24,0.23,0.20,0.26,0.23,0.05,0.16,0.16,0.11,0.31,0.25,0.20,0.00,0.28,0.06,N/A,0.25,1,0.16
0.09,0.46,0.26,0.10,0.19,N/A,0.11,N/A,0.11,0.25,0.33,0.26,0.31,0.24,0.02,0.09,0.17,0.07,0.42,0.27,0.16,0.06,0.15,0.19,N/A,0.29,0.16,1
