1,0.11,0.04,N/A,-0.00,0.07,0.07,0.09,0.04,N/A,0.16,0.07,0.15,0.05,0.23
0.11,1,0.11,N/A,0.11,0.06,0.06,0.07,0.06,N/A,0.10,0.08,0.12,0.09,0.13
0.04,0.11,1,N/A,0.08,0.13,-0.01,0.06,-0.01,N/A,0.06,-0.00,0.08,0.05,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,0.11,0.08,N/A,1,0.05,-0.02,0.06,0.03,N/A,0.01,0.05,0.04,0.07,0.06
0.07,0.06,0.13,N/A,0.05,1,-0.01,0.22,0.01,N/A,0.50,0.05,0.09,0.06,0.14
0.07,0.06,-0.01,N/A,-0.02,-0.01,1,-0.02,0.02,N/A,0.02,0.04,0.13,0.01,-0.01
0.09,0.07,0.06,N/A,0.06,0.22,-0.02,1,0.02,N/A,0.20,0.14,0.15,0.10,0.06
0.04,0.06,-0.01,N/A,0.03,0.01,0.02,0.02,1,N/A,0.03,0.09,0.07,0.05,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.16,0.10,0.06,N/A,0.01,0.50,0.02,0.20,0.03,N/A,1,0.14,0.19,0.09,0.22
0.07,0.08,-0.00,N/A,0.05,0.05,0.04,0.14,0.09,N/A,0.14,1,0.20,0.39,0.09
0.15,0.12,0.08,N/A,0.04,0.09,0.13,0.15,0.07,N/A,0.19,0.20,1,0.29,0.15
0.05,0.09,0.05,N/A,0.07,0.06,0.01,0.10,0.05,N/A,0.09,0.39,0.29,1,0.07
0.23,0.13,-0.02,N/A,0.06,0.14,-0.01,0.06,0.04,N/A,0.22,0.09,0.15,0.07,1
