N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,1,0.11,0.15,0.04,0.07,0.02,0.06,-0.00,0.11
N/A,N/A,N/A,0.11,1,0.09,0.20,0.12,0.11,0.14,0.04,0.15
N/A,N/A,N/A,0.15,0.09,1,0.07,0.24,0.17,0.06,0.03,0.14
N/A,N/A,N/A,0.04,0.20,0.07,1,0.12,0.05,-0.01,-0.03,0.09
N/A,N/A,N/A,0.07,0.12,0.24,0.12,1,0.11,0.08,0.09,0.18
N/A,N/A,N/A,0.02,0.11,0.17,0.05,0.11,1,0.11,0.02,0.10
N/A,N/A,N/A,0.06,0.14,0.06,-0.01,0.08,0.11,1,0.02,0.05
N/A,N/A,N/A,-0.00,0.04,0.03,-0.03,0.09,0.02,0.02,1,0.12
N/A,N/A,N/A,0.11,0.15,0.14,0.09,0.18,0.10,0.05,0.12,1
