1,N/A,0.09,-0.02,0.02,-0.03,0.10,0.02,0.07,N/A,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,N/A,1,0.04,0.18,-0.00,0.18,0.00,0.09,N/A,0.05
-0.02,N/A,0.04,1,0.03,-0.09,-0.05,0.20,-0.07,N/A,-0.03
0.02,N/A,0.18,0.03,1,0.13,0.13,0.04,0.04,N/A,0.04
-0.03,N/A,-0.00,-0.09,0.13,1,0.07,-0.05,0.01,N/A,0.14
0.10,N/A,0.18,-0.05,0.13,0.07,1,0.02,0.04,N/A,0.03
0.02,N/A,0.00,0.20,0.04,-0.05,0.02,1,-0.03,N/A,-0.01
0.07,N/A,0.09,-0.07,0.04,0.01,0.04,-0.03,1,N/A,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,N/A,0.05,-0.03,0.04,0.14,0.03,-0.01,0.03,N/A,1
