N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.66,N/A,0.53,0.93,0.75,0.11,0.85,0.13,0.36,0.33,0.16,0.78,0.14,0.24,0.26
N/A,0.66,1,N/A,0.43,0.66,0.66,0.07,0.61,0.17,0.33,0.52,0.36,0.54,0.06,0.30,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.53,0.43,N/A,1,0.51,0.51,0.03,0.46,0.07,0.19,0.27,0.17,0.55,-0.00,0.18,0.09
N/A,0.93,0.66,N/A,0.51,1,0.74,0.15,0.85,0.10,0.34,0.33,0.16,0.75,0.13,0.25,0.26
N/A,0.75,0.66,N/A,0.51,0.74,1,0.06,0.69,0.06,0.37,0.41,0.24,0.63,0.05,0.24,0.26
N/A,0.11,0.07,N/A,0.03,0.15,0.06,1,0.20,-0.02,0.09,0.04,-0.03,0.08,-0.03,0.01,-0.02
N/A,0.85,0.61,N/A,0.46,0.85,0.69,0.20,1,0.08,0.35,0.33,0.19,0.68,0.12,0.21,0.23
N/A,0.13,0.17,N/A,0.07,0.10,0.06,-0.02,0.08,1,0.04,0.02,0.03,0.12,0.06,0.00,0.02
N/A,0.36,0.33,N/A,0.19,0.34,0.37,0.09,0.35,0.04,1,0.29,0.02,0.28,-0.00,0.22,0.29
N/A,0.33,0.52,N/A,0.27,0.33,0.41,0.04,0.33,0.02,0.29,1,0.38,0.30,0.06,0.31,0.08
N/A,0.16,0.36,N/A,0.17,0.16,0.24,-0.03,0.19,0.03,0.02,0.38,1,0.15,0.04,0.07,0.07
N/A,0.78,0.54,N/A,0.55,0.75,0.63,0.08,0.68,0.12,0.28,0.30,0.15,1,0.12,0.19,0.21
N/A,0.14,0.06,N/A,-0.00,0.13,0.05,-0.03,0.12,0.06,-0.00,0.06,0.04,0.12,1,-0.01,0.05
N/A,0.24,0.30,N/A,0.18,0.25,0.24,0.01,0.21,0.00,0.22,0.31,0.07,0.19,-0.01,1,0.05
N/A,0.26,0.19,N/A,0.09,0.26,0.26,-0.02,0.23,0.02,0.29,0.08,0.07,0.21,0.05,0.05,1
