1,0.61,0.04,0.11,0.12,0.20,0.03,0.00,0.00,0.15,0.30,0.19,0.18,0.10,0.18,0.19,0.19,0.28,0.14,0.32,0.30,0.13,0.10,0.31,0.11,0.16,0.26,0.22,0.51,N/A,0.27,0.28,0.03,0.16,0.30,0.18,N/A,0.29,0.20,0.18,0.15
0.61,1,0.00,0.17,0.11,0.22,0.16,-0.03,-0.00,-0.00,0.31,0.15,0.02,0.01,0.14,0.11,0.21,0.23,0.05,0.13,0.21,0.04,0.08,0.19,0.26,0.11,0.22,0.13,0.39,N/A,0.17,0.17,0.02,0.10,0.22,0.07,N/A,0.24,0.10,0.11,0.05
0.04,0.00,1,0.18,0.06,0.07,0.08,0.04,-0.04,0.27,0.06,0.08,0.26,0.00,0.16,0.10,-0.02,0.06,0.02,0.11,0.11,-0.01,-0.03,-0.01,0.01,0.08,0.08,0.11,0.15,N/A,0.09,0.12,0.01,0.14,0.14,0.03,N/A,0.10,0.07,0.11,0.01
0.11,0.17,0.18,1,0.13,0.09,0.07,-0.01,0.08,0.09,0.17,0.10,0.10,0.04,0.16,0.13,0.04,0.12,0.04,0.00,0.19,0.02,0.12,0.13,0.04,0.14,0.14,0.13,0.16,N/A,0.18,0.16,0.00,0.16,0.19,0.06,N/A,0.17,0.12,0.13,0.09
0.12,0.11,0.06,0.13,1,0.13,0.04,0.09,-0.02,0.09,0.09,0.04,0.14,0.13,0.11,0.11,-0.01,0.21,0.09,0.05,0.23,0.08,0.08,0.21,0.06,0.16,0.20,0.09,0.15,N/A,0.18,0.20,0.11,0.11,0.26,0.20,N/A,0.23,0.16,0.04,0.10
0.20,0.22,0.07,0.09,0.13,1,0.09,0.09,0.06,0.11,0.14,0.38,0.11,0.07,0.32,0.39,0.09,0.50,0.05,0.09,0.54,0.15,0.26,0.13,0.52,0.14,0.49,0.16,0.15,N/A,0.42,0.50,0.06,0.14,0.54,0.16,N/A,0.50,0.40,0.38,0.08
0.03,0.16,0.08,0.07,0.04,0.09,1,0.10,0.07,0.09,0.04,0.05,0.07,-0.07,0.32,0.02,0.05,0.06,0.04,0.08,0.11,-0.02,0.04,0.07,0.06,0.00,0.06,0.11,0.10,N/A,0.07,0.10,0.03,0.05,0.11,0.00,N/A,0.11,0.08,0.08,0.11
0.00,-0.03,0.04,-0.01,0.09,0.09,0.10,1,0.03,0.07,0.01,0.12,0.10,0.01,0.15,0.11,-0.00,0.18,0.03,0.20,0.17,0.09,0.08,0.10,0.04,0.09,0.13,0.08,0.01,N/A,0.17,0.16,0.13,0.07,0.19,0.12,N/A,0.15,0.11,0.11,0.10
0.00,-0.00,-0.04,0.08,-0.02,0.06,0.07,0.03,1,0.04,0.11,0.16,0.06,0.03,0.05,0.13,0.27,0.12,0.04,-0.01,0.16,0.08,0.07,0.07,0.04,0.02,0.09,0.11,-0.00,N/A,0.12,0.14,-0.00,0.12,0.14,-0.00,N/A,0.13,0.14,0.14,0.07
0.15,-0.00,0.27,0.09,0.09,0.11,0.09,0.07,0.04,1,0.07,0.13,0.85,-0.01,0.22,0.17,0.04,0.19,0.01,0.19,0.25,0.10,0.08,0.13,0.02,0.14,0.19,0.24,0.06,N/A,0.18,0.23,-0.00,0.12,0.28,0.13,N/A,0.25,0.19,0.15,0.07
