N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.19,0.12,0.11,N/A,0.09,0.06,0.16,0.15,0.12,0.22,0.01
N/A,0.19,1,0.38,0.54,N/A,0.40,0.11,0.25,0.29,0.42,0.94,0.25
N/A,0.12,0.38,1,0.39,N/A,0.51,0.11,0.12,0.27,0.68,0.37,0.05
N/A,0.11,0.54,0.39,1,N/A,0.36,0.05,0.29,0.35,0.36,0.50,0.17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.09,0.40,0.51,0.36,N/A,1,0.13,0.11,0.25,0.49,0.39,0.07
N/A,0.06,0.11,0.11,0.05,N/A,0.13,1,0.06,0.08,0.12,0.12,0.02
N/A,0.16,0.25,0.12,0.29,N/A,0.11,0.06,1,0.16,0.17,0.25,0.10
N/A,0.15,0.29,0.27,0.35,N/A,0.25,0.08,0.16,1,0.28,0.27,0.16
N/A,0.12,0.42,0.68,0.36,N/A,0.49,0.12,0.17,0.28,1,0.44,0.03
N/A,0.22,0.94,0.37,0.50,N/A,0.39,0.12,0.25,0.27,0.44,1,0.31
N/A,0.01,0.25,0.05,0.17,N/A,0.07,0.02,0.10,0.16,0.03,0.31,1
