1,0.28,N/A,0.30,0.35,0.32,0.37,N/A,0.33,N/A,0.67,0.12,0.18,0.33,N/A,0.19,0.49,0.73,0.27,0.35
0.28,1,N/A,0.10,0.24,0.24,0.24,N/A,0.35,N/A,0.39,0.08,0.34,0.15,N/A,0.12,0.33,0.32,0.06,0.44
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.30,0.10,N/A,1,0.12,0.03,0.07,N/A,0.07,N/A,0.32,0.05,0.05,0.17,N/A,0.03,0.22,0.31,0.09,0.10
0.35,0.24,N/A,0.12,1,0.25,0.20,N/A,0.36,N/A,0.49,0.18,0.36,0.35,N/A,0.22,0.48,0.37,0.09,0.30
0.32,0.24,N/A,0.03,0.25,1,0.32,N/A,0.24,N/A,0.44,0.14,0.16,0.16,N/A,0.16,0.31,0.34,0.14,0.29
0.37,0.24,N/A,0.07,0.20,0.32,1,N/A,0.32,N/A,0.36,0.06,0.21,0.18,N/A,0.12,0.22,0.31,0.10,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.33,0.35,N/A,0.07,0.36,0.24,0.32,N/A,1,N/A,0.48,0.12,0.38,0.30,N/A,0.23,0.41,0.44,0.12,0.34
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.67,0.39,N/A,0.32,0.49,0.44,0.36,N/A,0.48,N/A,1,0.25,0.36,0.41,N/A,0.31,0.64,0.73,0.19,0.51
0.12,0.08,N/A,0.05,0.18,0.14,0.06,N/A,0.12,N/A,0.25,1,0.06,0.05,N/A,0.04,0.10,0.20,0.07,0.14
0.18,0.34,N/A,0.05,0.36,0.16,0.21,N/A,0.38,N/A,0.36,0.06,1,0.22,N/A,0.26,0.32,0.29,0.04,0.56
0.33,0.15,N/A,0.17,0.35,0.16,0.18,N/A,0.30,N/A,0.41,0.05,0.22,1,N/A,0.23,0.42,0.32,0.05,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,0.12,N/A,0.03,0.22,0.16,0.12,N/A,0.23,N/A,0.31,0.04,0.26,0.23,N/A,1,0.28,0.24,0.02,0.28
0.49,0.33,N/A,0.22,0.48,0.31,0.22,N/A,0.41,N/A,0.64,0.10,0.32,0.42,N/A,0.28,1,0.50,0.17,0.40
0.73,0.32,N/A,0.31,0.37,0.34,0.31,N/A,0.44,N/A,0.73,0.20,0.29,0.32,N/A,0.24,0.50,1,0.23,0.44
0.27,0.06,N/A,0.09,0.09,0.14,0.10,N/A,0.12,N/A,0.19,0.07,0.04,0.05,N/A,0.02,0.17,0.23,1,0.11
0.35,0.44,N/A,0.10,0.30,0.29,0.31,N/A,0.34,N/A,0.51,0.14,0.56,0.23,N/A,0.28,0.40,0.44,0.11,1
