1,0.12,0.10,0.17,0.29,0.24,0.28,0.18,0.12,0.40,0.10,0.21,0.14,0.22,0.12,0.57,0.18,0.06,0.05,0.41
0.12,1,0.17,0.23,0.31,0.39,0.40,0.09,0.47,0.13,0.18,0.31,0.27,0.39,0.08,0.12,0.08,0.13,0.21,0.04
0.10,0.17,1,0.32,0.13,0.43,0.29,0.03,0.17,0.09,0.17,0.33,0.19,0.49,0.16,0.06,0.02,0.08,0.09,0.04
0.17,0.23,0.32,1,0.28,0.47,0.44,0.16,0.25,0.11,0.16,0.32,0.30,0.46,0.22,0.20,0.16,-0.00,0.12,0.07
0.29,0.31,0.13,0.28,1,0.35,0.40,0.15,0.21,0.14,0.12,0.19,0.23,0.28,0.09,0.23,0.15,0.01,0.18,0.15
0.24,0.39,0.43,0.47,0.35,1,0.56,0.16,0.38,0.20,0.25,0.42,0.40,0.65,0.23,0.16,0.16,0.09,0.25,0.09
0.28,0.40,0.29,0.44,0.40,0.56,1,0.19,0.35,0.13,0.27,0.34,0.43,0.46,0.27,0.24,0.19,0.09,0.21,0.11
0.18,0.09,0.03,0.16,0.15,0.16,0.19,1,0.10,0.14,0.10,0.15,0.21,0.09,0.11,0.33,1.00,0.00,0.10,0.29
0.12,0.47,0.17,0.25,0.21,0.38,0.35,0.10,1,0.06,0.16,0.31,0.17,0.40,0.15,0.12,0.11,0.08,0.16,0.05
0.40,0.13,0.09,0.11,0.14,0.20,0.13,0.14,0.06,1,0.06,0.18,0.10,0.12,0.09,0.25,0.14,-0.01,0.01,0.35
0.10,0.18,0.17,0.16,0.12,0.25,0.27,0.10,0.16,0.06,1,0.19,0.15,0.19,0.12,0.13,0.10,0.11,0.18,0.05
0.21,0.31,0.33,0.32,0.19,0.42,0.34,0.15,0.31,0.18,0.19,1,0.20,0.42,0.20,0.17,0.15,0.08,0.17,0.08
0.14,0.27,0.19,0.30,0.23,0.40,0.43,0.21,0.17,0.10,0.15,0.20,1,0.32,0.22,0.14,0.21,0.04,0.08,0.05
0.22,0.39,0.49,0.46,0.28,0.65,0.46,0.09,0.40,0.12,0.19,0.42,0.32,1,0.21,0.11,0.09,0.11,0.14,0.09
0.12,0.08,0.16,0.22,0.09,0.23,0.27,0.11,0.15,0.09,0.12,0.20,0.22,0.21,1,0.17,0.11,0.02,0.10,0.04
0.57,0.12,0.06,0.20,0.23,0.16,0.24,0.33,0.12,0.25,0.13,0.17,0.14,0.11,0.17,1,0.33,0.04,0.09,0.57
0.18,0.08,0.02,0.16,0.15,0.16,0.19,1.00,0.11,0.14,0.10,0.15,0.21,0.09,0.11,0.33,1,-0.00,0.10,0.29
0.06,0.13,0.08,-0.00,0.01,0.09,0.09,0.00,0.08,-0.01,0.11,0.08,0.04,0.11,0.02,0.04,-0.00,1,0.04,-0.01
0.05,0.21,0.09,0.12,0.18,0.25,0.21,0.10,0.16,0.01,0.18,0.17,0.08,0.14,0.10,0.09,0.10,0.04,1,0.05
0.41,0.04,0.04,0.07,0.15,0.09,0.11,0.29,0.05,0.35,0.05,0.08,0.05,0.09,0.04,0.57,0.29,-0.01,0.05,1
