1,0.27,0.63,0.40,0.12,0.13,N/A,0.22,-0.06,0.36,0.43,0.35,0.42,0.22,0.23,0.33,0.23,0.04,0.03,0.19,0.26,-0.02,0.49,0.13,N/A,0.32,0.40,-0.00,0.10,N/A,0.13,0.95,-0.04,0.51,0.11,0.27,N/A
0.27,1,0.54,0.70,0.23,0.33,N/A,0.11,0.24,0.42,0.30,0.66,0.41,0.43,0.28,0.38,0.46,0.03,0.17,0.33,0.56,0.19,0.61,-0.06,N/A,0.35,0.69,0.21,0.20,N/A,0.27,0.29,0.12,0.31,0.24,0.66,N/A
0.63,0.54,1,0.57,0.24,0.33,N/A,0.18,0.05,0.41,0.47,0.69,0.49,0.48,0.43,0.43,0.42,0.09,0.16,0.26,0.68,0.11,0.70,0.07,N/A,0.52,0.72,0.05,0.17,N/A,0.20,0.61,0.09,0.54,0.23,0.56,N/A
0.40,0.70,0.57,1,0.20,0.33,N/A,0.06,0.09,0.45,0.39,0.59,0.43,0.43,0.36,0.43,0.37,0.10,0.13,0.13,0.46,0.04,0.61,0.01,N/A,0.25,0.62,0.16,0.19,N/A,0.21,0.42,0.09,0.28,0.21,0.66,N/A
0.12,0.23,0.24,0.20,1,0.16,N/A,0.03,-0.06,0.12,0.30,0.26,0.42,0.24,0.20,0.26,0.13,0.20,0.04,0.06,0.26,-0.02,0.31,-0.06,N/A,0.12,0.23,-0.03,0.04,N/A,0.09,0.14,-0.01,0.44,0.01,0.28,N/A
0.13,0.33,0.33,0.33,0.16,1,N/A,0.13,0.07,0.13,0.26,0.41,0.31,0.29,0.25,0.26,0.31,0.20,0.03,0.33,0.31,0.06,0.45,-0.08,N/A,0.18,0.39,-0.07,0.01,N/A,0.04,0.15,-0.15,0.27,0.24,0.31,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.22,0.11,0.18,0.06,0.03,0.13,N/A,1,-0.05,0.17,0.14,0.11,0.14,0.10,0.05,0.18,0.03,-0.03,0.06,0.01,0.08,-0.03,0.13,0.05,N/A,0.04,0.06,0.08,0.04,N/A,0.34,0.18,0.02,0.13,0.04,0.01,N/A
-0.06,0.24,0.05,0.09,-0.06,0.07,N/A,-0.05,1,0.01,0.07,0.08,0.13,-0.03,-0.04,0.11,0.19,0.05,-0.14,0.20,0.03,0.03,0.05,-0.05,N/A,0.07,0.15,0.05,0.07,N/A,0.02,-0.02,0.05,0.09,-0.02,0.05,N/A
0.36,0.42,0.41,0.45,0.12,0.13,N/A,0.17,0.01,1,0.29,0.40,0.40,0.31,0.23,0.28,0.18,0.08,0.26,0.14,0.29,0.11,0.48,0.12,N/A,0.09,0.51,0.13,0.01,N/A,0.24,0.34,0.10,0.26,0.11,0.37,N/A
0.43,0.30,0.47,0.39,0.30,0.26,N/A,0.14,0.07,0.29,1,0.41,0.58,0.26,0.24,0.41,0.23,0.28,0.01,0.06,0.23,0.07,0.49,0.19,N/A,0.19,0.41,-0.02,0.29,N/A,0.06,0.44,0.05,0.60,0.12,0.33,N/A
0.35,0.66,0.69,0.59,0.26,0.41,N/A,0.11,0.08,0.40,0.41,1,0.43,0.52,0.29,0.45,0.55,0.18,0.15,0.31,0.75,0.17,0.77,0.13,N/A,0.56,0.86,0.09,0.18,N/A,0.19,0.39,0.15,0.43,0.24,0.69,N/A
0.42,0.41,0.49,0.43,0.42,0.31,N/A,0.14,0.13,0.40,0.58,0.43,1,0.31,0.24,0.41,0.25,0.07,0.13,0.15,0.30,0.11,0.49,-0.03,N/A,0.32,0.48,0.05,0.12,N/A,0.06,0.41,-0.02,0.43,0.03,0.30,N/A
0.22,0.43,0.48,0.43,0.24,0.29,N/A,0.10,-0.03,0.31,0.26,0.52,0.31,1,0.32,0.46,0.39,0.10,0.10,0.12,0.60,0.09,0.59,0.05,N/A,0.28,0.47,0.10,0.01,N/A,0.23,0.26,0.09,0.30,0.06,0.58,N/A
0.23,0.28,0.43,0.36,0.20,0.25,N/A,0.05,-0.04,0.23,0.24,0.29,0.24,0.32,1,0.27,0.24,0.07,0.03,0.05,0.29,0.04,0.34,0.00,N/A,0.18,0.27,-0.04,0.01,N/A,0.05,0.22,-0.01,0.17,0.17,0.26,N/A
0.33,0.38,0.43,0.43,0.26,0.26,N/A,0.18,0.11,0.28,0.41,0.45,0.41,0.46,0.27,1,0.32,0.19,0.01,0.07,0.39,-0.04,0.48,0.14,N/A,0.25,0.48,0.25,0.05,N/A,0.20,0.36,0.04,0.34,0.14,0.44,N/A
0.23,0.46,0.42,0.37,0.13,0.31,N/A,0.03,0.19,0.18,0.23,0.55,0.25,0.39,0.24,0.32,1,0.20,0.11,0.51,0.52,0.06,0.57,0.11,N/A,0.29,0.67,0.23,0.16,N/A,0.16,0.39,0.06,0.39,0.14,0.42,N/A
0.04,0.03,0.09,0.10,0.20,0.20,N/A,-0.03,0.05,0.08,0.28,0.18,0.07,0.10,0.07,0.19,0.20,1,0.13,0.02,0.17,0.10,0.12,0.41,N/A,-0.06,0.12,-0.01,0.05,N/A,-0.00,0.14,-0.09,0.24,0.06,0.14,N/A
0.03,0.17,0.16,0.13,0.04,0.03,N/A,0.06,-0.14,0.26,0.01,0.15,0.13,0.10,0.03,0.01,0.11,0.13,1,0.04,0.17,-0.01,0.07,-0.03,N/A,-0.04,0.18,0.29,0.07,N/A,0.10,0.05,-0.05,0.08,0.02,0.05,N/A
0.19,0.33,0.26,0.13,0.06,0.33,N/A,0.01,0.20,0.14,0.06,0.31,0.15,0.12,0.05,0.07,0.51,0.02,0.04,1,0.33,0.07,0.31,0.08,N/A,0.19,0.37,-0.03,0.03,N/A,0.09,0.26,0.06,0.18,0.25,0.24,N/A
0.26,0.56,0.68,0.46,0.26,0.31,N/A,0.08,0.03,0.29,0.23,0.75,0.30,0.60,0.29,0.39,0.52,0.17,0.17,0.33,1,0.17,0.73,0.07,N/A,0.41,0.77,0.09,0.13,N/A,0.26,0.28,0.17,0.36,0.25,0.71,N/A
-0.02,0.19,0.11,0.04,-0.02,0.06,N/A,-0.03,0.03,0.11,0.07,0.17,0.11,0.09,0.04,-0.04,0.06,0.10,-0.01,0.07,0.17,1,0.13,0.02,N/A,0.13,0.14,-0.04,-0.07,N/A,-0.04,-0.01,0.11,0.00,0.10,0.16,N/A
0.49,0.61,0.70,0.61,0.31,0.45,N/A,0.13,0.05,0.48,0.49,0.77,0.49,0.59,0.34,0.48,0.57,0.12,0.07,0.31,0.73,0.13,1,0.10,N/A,0.38,0.81,0.05,0.18,N/A,0.28,0.50,0.12,0.49,0.22,0.74,N/A
0.13,-0.06,0.07,0.01,-0.06,-0.08,N/A,0.05,-0.05,0.12,0.19,0.13,-0.03,0.05,0.00,0.14,0.11,0.41,-0.03,0.08,0.07,0.02,0.10,1,N/A,-0.02,0.07,0.02,0.10,N/A,0.04,0.19,-0.04,0.09,0.10,0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.32,0.35,0.52,0.25,0.12,0.18,N/A,0.04,0.07,0.09,0.19,0.56,0.32,0.28,0.18,0.25,0.29,-0.06,-0.04,0.19,0.41,0.13,0.38,-0.02,N/A,1,0.47,0.03,0.00,N/A,0.02,0.32,0.15,0.24,0.08,0.34,N/A
0.40,0.69,0.72,0.62,0.23,0.39,N/A,0.06,0.15,0.51,0.41,0.86,0.48,0.47,0.27,0.48,0.67,0.12,0.18,0.37,0.77,0.14,0.81,0.07,N/A,0.47,1,0.13,0.17,N/A,0.24,0.43,0.09,0.43,0.33,0.72,N/A
-0.00,0.21,0.05,0.16,-0.03,-0.07,N/A,0.08,0.05,0.13,-0.02,0.09,0.05,0.10,-0.04,0.25,0.23,-0.01,0.29,-0.03,0.09,-0.04,0.05,0.02,N/A,0.03,0.13,1,0.05,N/A,0.03,0.03,-0.08,0.02,-0.02,0.09,N/A
0.10,0.20,0.17,0.19,0.04,0.01,N/A,0.04,0.07,0.01,0.29,0.18,0.12,0.01,0.01,0.05,0.16,0.05,0.07,0.03,0.13,-0.07,0.18,0.10,N/A,0.00,0.17,0.05,1,N/A,0.02,0.08,0.08,0.17,-0.04,0.21,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.27,0.20,0.21,0.09,0.04,N/A,0.34,0.02,0.24,0.06,0.19,0.06,0.23,0.05,0.20,0.16,-0.00,0.10,0.09,0.26,-0.04,0.28,0.04,N/A,0.02,0.24,0.03,0.02,N/A,1,0.09,0.12,0.19,0.18,0.29,N/A
0.95,0.29,0.61,0.42,0.14,0.15,N/A,0.18,-0.02,0.34,0.44,0.39,0.41,0.26,0.22,0.36,0.39,0.14,0.05,0.26,0.28,-0.01,0.50,0.19,N/A,0.32,0.43,0.03,0.08,N/A,0.09,1,-0.04,0.54,0.06,0.29,N/A
