1,0.03,-0.03,N/A,0.08,0.01,-0.07,-0.08,-0.02,-0.03,-0.02,0.06,-0.03,N/A,0.00,-0.06,0.10,-0.09,N/A,0.02,0.04,-0.01,0.05,N/A,-0.00,-0.05,0.03,-0.08,N/A,-0.09,0.02,-0.02,0.01,0.01
0.03,1,-0.05,N/A,0.01,0.06,0.07,0.14,0.06,0.11,0.17,-0.03,0.09,N/A,0.03,0.13,0.06,0.02,N/A,0.11,0.04,0.16,0.08,N/A,0.17,0.08,0.23,-0.01,N/A,0.25,0.01,0.14,0.73,0.07
-0.03,-0.05,1,N/A,0.19,0.02,-0.06,0.11,0.01,0.05,0.15,0.12,0.11,N/A,-0.07,0.02,-0.09,0.10,N/A,-0.08,0.02,-0.07,0.08,N/A,0.01,0.02,0.03,-0.02,N/A,-0.12,-0.03,0.16,-0.02,-0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.01,0.19,N/A,1,0.08,0.04,0.10,0.10,-0.04,0.20,-0.19,0.13,N/A,0.15,-0.02,-0.00,0.03,N/A,0.08,0.48,0.06,0.04,N/A,0.08,0.01,0.04,0.10,N/A,-0.03,0.21,0.04,0.14,0.04
0.01,0.06,0.02,N/A,0.08,1,0.21,0.06,0.13,0.27,0.15,0.08,0.08,N/A,0.07,0.12,0.10,0.29,N/A,0.10,0.08,0.17,0.06,N/A,0.11,0.13,0.02,0.71,N/A,0.08,0.10,0.58,0.12,0.02
-0.07,0.07,-0.06,N/A,0.04,0.21,1,0.14,0.21,0.10,0.24,0.06,0.11,N/A,-0.08,0.09,0.35,0.32,N/A,-0.01,0.20,0.67,0.08,N/A,0.32,0.17,0.23,0.31,N/A,0.15,0.08,0.06,0.12,0.08
-0.08,0.14,0.11,N/A,0.10,0.06,0.14,1,0.46,0.14,0.41,0.01,0.13,N/A,0.35,0.18,0.10,0.39,N/A,0.15,0.10,0.10,0.08,N/A,0.30,0.21,0.27,0.19,N/A,0.36,0.25,0.17,0.22,0.16
-0.02,0.06,0.01,N/A,0.10,0.13,0.21,0.46,1,0.34,0.61,0.14,0.12,N/A,0.11,0.43,0.29,0.47,N/A,0.19,0.07,0.33,0.25,N/A,0.29,0.47,0.40,0.21,N/A,0.26,0.13,0.34,0.26,0.31
-0.03,0.11,0.05,N/A,-0.04,0.27,0.10,0.14,0.34,1,0.22,0.22,-0.00,N/A,0.19,0.32,0.26,0.30,N/A,0.15,-0.02,0.20,0.38,N/A,0.21,0.44,0.21,0.27,N/A,0.03,0.15,0.39,0.26,0.15
-0.02,0.17,0.15,N/A,0.20,0.15,0.24,0.41,0.61,0.22,1,0.22,0.24,N/A,0.02,0.44,0.16,0.49,N/A,0.43,0.16,0.33,0.24,N/A,0.40,0.39,0.41,0.18,N/A,0.44,0.27,0.21,0.39,0.19
0.06,-0.03,0.12,N/A,-0.19,0.08,0.06,0.01,0.14,0.22,0.22,1,-0.04,N/A,0.05,0.14,0.10,0.21,N/A,0.24,-0.14,-0.02,0.15,N/A,0.01,0.15,0.04,0.06,N/A,0.09,-0.03,0.06,0.09,0.06
-0.03,0.09,0.11,N/A,0.13,0.08,0.11,0.13,0.12,-0.00,0.24,-0.04,1,N/A,-0.01,-0.01,0.09,0.18,N/A,0.21,0.13,0.26,-0.04,N/A,0.05,0.05,0.10,-0.00,N/A,0.13,0.27,0.04,0.13,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,0.03,-0.07,N/A,0.15,0.07,-0.08,0.35,0.11,0.19,0.02,0.05,-0.01,N/A,1,0.05,0.03,0.08,N/A,-0.10,0.06,-0.09,0.13,N/A,0.07,0.05,0.04,0.15,N/A,0.05,-0.09,0.04,0.13,-0.01
-0.06,0.13,0.02,N/A,-0.02,0.12,0.09,0.18,0.43,0.32,0.44,0.14,-0.01,N/A,0.05,1,0.27,0.31,N/A,0.31,0.09,0.19,0.19,N/A,0.25,0.72,0.40,0.14,N/A,0.53,0.05,0.30,0.31,0.11
